Date,Age,Tenure_Months,Region,Device,Got_Promotion,Sales_Amount
2023-11-14,28,1,North,Mobile,0,55.97
2023-11-14,56,10,North,Tablet,1,103.22
2023-11-14,45,18,North,Desktop,0,95.17
2023-11-14,22,9,East,Desktop,0,48.36
2023-11-14,34,13,South,Desktop,1,93.67
2023-11-15,37,6,North,Desktop,1,105.39
2023-11-15,58,25,North,Desktop,1,121.4
2023-11-15,63,34,West,Desktop,1,128.17
2023-11-15,29,14,West,Mobile,1,81.84
2023-11-15,23,13,South,Tablet,0,82.02
2023-11-15,34,10,South,Desktop,0,79.65
2023-11-15,68,45,West,Desktop,1,100.94
2023-11-15,36,6,North,Desktop,1,93.84
2023-11-16,43,26,North,Mobile,0,75.11
2023-11-16,65,44,South,Mobile,1,119.22
2023-11-16,61,35,North,Mobile,1,89.88
2023-11-16,61,28,South,Mobile,1,108.88
2023-11-16,69,29,West,Desktop,1,117.6
2023-11-16,49,34,East,Mobile,1,94.67
2023-11-16,23,1,South,Mobile,0,73.08
2023-11-17,53,16,West,Mobile,1,94.88
2023-11-17,55,23,North,Mobile,1,112.05
2023-11-17,28,26,North,Desktop,0,87.49
2023-11-17,50,28,South,Desktop,1,108.66
2023-11-18,41,10,East,Mobile,0,94.99
2023-11-18,40,16,North,Mobile,0,66.61
2023-11-18,32,9,South,Mobile,1,103.36
2023-11-19,44,14,East,Mobile,1,99.61
2023-11-19,28,23,East,Mobile,0,60.44
2023-11-19,68,20,East,Tablet,1,121.93
2023-11-19,67,49,South,Mobile,1,89.47
2023-11-19,34,25,North,Mobile,0,78.12
2023-11-19,68,44,South,Mobile,1,102.31
2023-11-20,31,10,North,Desktop,1,98.33
2023-11-20,44,20,West,Desktop,1,98.66
2023-11-20,35,3,South,Desktop,0,81.87
2023-11-20,45,17,South,Mobile,0,86.83
2023-11-20,68,38,East,Desktop,1,116.56
2023-11-20,64,44,South,Mobile,1,108.45
2023-11-21,64,20,South,Mobile,1,97.6
2023-11-21,21,6,West,Mobile,0,57.55
2023-11-21,24,10,West,Mobile,0,95.06
2023-11-21,62,17,East,Desktop,1,109.05
2023-11-22,52,31,North,Tablet,1,93.09
2023-11-22,65,25,South,Mobile,1,95.58
2023-11-22,26,11,East,Desktop,0,67.83
2023-11-22,25,7,North,Desktop,0,99.26
2023-11-22,69,26,North,Tablet,1,119.27
2023-11-22,62,30,West,Mobile,1,102.95
2023-11-22,34,14,North,Mobile,1,93.63
2023-11-23,34,13,East,Mobile,0,65.99
2023-11-23,66,25,South,Desktop,1,121.32
2023-11-23,50,28,South,Mobile,1,95.67
2023-11-23,49,41,North,Mobile,1,130.9
2023-11-24,25,13,West,Mobile,1,95.8
2023-11-24,36,27,South,Mobile,1,94.42
2023-11-24,55,13,South,Desktop,1,115.2
2023-11-24,20,11,East,Desktop,0,89.81
2023-11-24,22,1,East,Desktop,0,83.0
2023-11-24,30,1,West,Desktop,1,101.0
2023-11-24,64,24,South,Mobile,1,124.95
2023-11-24,63,43,South,Mobile,1,102.83
2023-11-25,48,33,West,Mobile,1,90.21
2023-11-25,33,18,East,Mobile,0,61.51
2023-11-25,67,18,South,Mobile,1,113.22
2023-11-26,49,22,North,Desktop,1,97.19
2023-11-26,39,22,West,Mobile,0,84.98
2023-11-26,46,24,South,Desktop,1,110.68
2023-11-26,39,1,East,Mobile,1,90.79
2023-11-26,60,21,South,Mobile,1,99.03
2023-11-26,20,9,North,Mobile,0,70.86
2023-11-26,27,18,East,Mobile,1,106.67
2023-11-26,59,7,North,Mobile,1,112.09
2023-11-27,38,17,South,Mobile,1,93.38
2023-11-27,33,17,South,Mobile,1,92.09
2023-11-27,29,22,South,Mobile,0,79.29
2023-11-27,19,16,East,Mobile,1,94.82
2023-11-28,58,34,West,Desktop,1,115.98
2023-11-28,41,12,East,Desktop,1,117.72
2023-11-28,52,6,North,Mobile,1,84.51
2023-11-28,47,19,North,Desktop,1,105.67
2023-11-29,47,33,South,Desktop,1,114.44
2023-11-29,64,45,West,Desktop,1,121.99
2023-11-30,52,33,West,Mobile,1,115.9
2023-11-30,36,22,West,Mobile,0,77.7
2023-12-01,67,37,South,Desktop,1,120.19
2023-12-01,25,6,South,Mobile,0,81.09
2023-12-01,43,20,South,Tablet,1,86.68
2023-12-01,66,49,North,Desktop,1,138.21
2023-12-01,57,19,North,Mobile,1,118.24
2023-12-01,24,28,West,Mobile,0,94.4
2023-12-01,47,20,North,Mobile,1,103.04
2023-12-02,24,25,North,Mobile,1,87.95
2023-12-02,20,1,North,Mobile,0,50.09
2023-12-02,18,14,West,Mobile,0,70.03
2023-12-03,53,19,South,Mobile,1,96.08
2023-12-03,42,6,East,Mobile,0,74.45
2023-12-03,54,29,West,Tablet,1,95.16
2023-12-03,18,19,South,Mobile,0,65.93
2023-12-03,32,7,East,Tablet,0,70.33
2023-12-04,54,12,North,Tablet,1,99.89
2023-12-04,30,14,North,Mobile,0,70.79
2023-12-04,57,27,West,Desktop,1,123.41
2023-12-04,25,17,East,Mobile,0,74.06
2023-12-04,22,20,South,Desktop,0,73.67
2023-12-04,26,12,South,Mobile,1,95.72
2023-12-05,18,27,South,Mobile,0,95.02
2023-12-05,53,28,North,Mobile,0,93.17
2023-12-05,52,22,North,Mobile,1,92.8
2023-12-05,19,1,North,Mobile,0,61.35
2023-12-06,57,25,South,Mobile,1,108.1
2023-12-06,40,16,West,Mobile,1,88.72
2023-12-06,26,22,South,Mobile,1,91.07
2023-12-06,51,30,North,Mobile,1,91.76
2023-12-06,63,19,South,Mobile,1,97.6
2023-12-06,31,17,West,Mobile,1,111.52
2023-12-06,21,17,North,Mobile,0,94.96
2023-12-07,47,38,North,Desktop,0,95.49
2023-12-07,48,32,South,Mobile,1,109.49
2023-12-07,55,35,East,Desktop,0,90.8
2023-12-07,28,14,South,Mobile,0,83.84
2023-12-08,52,29,West,Desktop,1,113.98
2023-12-08,25,24,West,Mobile,1,92.28
2023-12-08,20,1,East,Mobile,0,46.38
2023-12-08,31,12,East,Mobile,0,77.84
2023-12-08,30,7,South,Mobile,0,68.15
2023-12-08,62,34,North,Mobile,1,122.0
2023-12-08,49,36,West,Mobile,1,109.23
2023-12-08,51,19,South,Tablet,0,87.47
2023-12-08,62,7,North,Mobile,1,93.28
2023-12-09,36,13,East,Mobile,0,82.83
2023-12-10,55,36,South,Desktop,1,114.76
2023-12-10,33,21,South,Mobile,0,65.42
2023-12-10,19,13,South,Desktop,0,67.04
2023-12-10,57,25,South,Mobile,1,80.8
2023-12-10,34,4,West,Desktop,1,94.48
2023-12-10,51,30,South,Mobile,1,115.76
2023-12-10,59,21,South,Desktop,1,117.95
2023-12-11,33,38,South,Desktop,1,104.0
2023-12-11,55,33,East,Mobile,1,113.16
2023-12-11,19,3,East,Mobile,0,59.17
2023-12-11,19,3,South,Mobile,0,66.83
2023-12-12,43,20,East,Tablet,0,82.14
2023-12-12,30,12,North,Mobile,0,77.31
2023-12-12,64,43,West,Mobile,1,90.36
2023-12-12,48,25,South,Mobile,0,83.43
2023-12-12,51,18,East,Mobile,1,70.42
2023-12-12,56,46,North,Mobile,1,108.9
2023-12-12,20,10,North,Tablet,0,89.98
2023-12-12,25,20,South,Mobile,0,65.98
2023-12-12,40,13,West,Desktop,1,95.47
2023-12-13,31,19,South,Mobile,0,83.66
2023-12-13,44,25,West,Mobile,0,90.92
2023-12-13,46,4,South,Mobile,0,78.07
2023-12-14,56,48,South,Mobile,0,96.03
2023-12-14,56,40,North,Tablet,1,105.77
2023-12-14,18,5,West,Desktop,0,95.9
2023-12-14,34,5,North,Mobile,1,113.82
2023-12-14,58,32,West,Mobile,1,103.68
2023-12-15,47,24,West,Mobile,0,59.84
2023-12-15,30,18,West,Tablet,1,82.1
2023-12-15,38,20,South,Desktop,1,111.66
2023-12-15,36,23,East,Desktop,0,78.35
2023-12-15,36,32,East,Mobile,1,103.28
2023-12-15,42,26,North,Mobile,1,109.63
2023-12-15,39,9,East,Mobile,0,73.93
2023-12-15,48,37,North,Mobile,1,103.61
2023-12-15,34,33,South,Mobile,0,63.0
2023-12-15,40,51,North,Mobile,1,119.79
2023-12-15,49,13,North,Mobile,1,100.47
2023-12-16,27,15,South,Desktop,0,91.91
2023-12-16,27,1,South,Desktop,1,119.21
2023-12-16,53,32,East,Mobile,1,87.97
2023-12-16,25,7,North,Mobile,0,59.0
2023-12-16,69,53,South,Mobile,1,113.45
2023-12-16,37,10,North,Desktop,1,90.77
2023-12-17,49,7,South,Desktop,1,105.79
2023-12-17,67,28,East,Desktop,1,119.35
2023-12-18,31,1,South,Desktop,0,105.33
2023-12-18,67,41,East,Mobile,1,109.01
2023-12-18,45,1,South,Mobile,0,68.97
2023-12-18,63,31,East,Mobile,1,86.85
2023-12-18,69,13,South,Mobile,1,102.55
2023-12-19,41,17,South,Desktop,1,104.35
2023-12-19,32,32,East,Mobile,1,102.23
2023-12-19,39,23,North,Mobile,0,81.99
2023-12-19,47,14,East,Mobile,0,81.02
2023-12-19,21,10,East,Tablet,0,51.19
2023-12-20,30,15,South,Mobile,0,50.34
2023-12-20,40,24,North,Desktop,0,85.75
2023-12-20,25,1,North,Mobile,1,63.21
2023-12-20,35,23,West,Mobile,1,98.32
2023-12-20,29,1,East,Mobile,0,57.23
2023-12-21,48,17,North,Desktop,1,117.22
2023-12-21,31,10,South,Mobile,0,60.63
2023-12-21,51,31,South,Desktop,1,78.45
2023-12-21,35,17,West,Mobile,1,102.13
2023-12-21,51,11,North,Mobile,0,74.55
2023-12-21,28,4,North,Tablet,0,82.05
2023-12-22,58,30,West,Mobile,0,80.15
2023-12-22,29,13,North,Mobile,0,79.07
2023-12-22,66,27,North,Desktop,1,132.36
2023-12-22,32,11,West,Mobile,1,85.9
2023-12-22,48,30,East,Desktop,1,104.67
2023-12-22,66,27,South,Mobile,1,126.72
2023-12-23,46,22,North,Mobile,1,101.6
2023-12-23,43,43,North,Mobile,0,98.15
2023-12-23,35,3,North,Desktop,1,89.7
2023-12-23,49,5,West,Mobile,1,77.28
2023-12-23,39,27,South,Desktop,0,86.16
2023-12-24,55,20,East,Tablet,1,97.59
2023-12-24,34,13,West,Mobile,0,96.55
2023-12-25,40,12,South,Mobile,0,49.01
2023-12-25,41,17,North,Mobile,1,88.75
2023-12-25,67,49,South,Mobile,1,98.79
2023-12-25,25,20,West,Mobile,1,84.47
2023-12-25,58,37,West,Desktop,0,102.06
2023-12-25,23,1,North,Tablet,0,66.36
2023-12-25,22,1,East,Tablet,0,73.21
2023-12-26,61,2,South,Desktop,1,100.52
2023-12-26,46,14,West,Desktop,1,120.94
2023-12-26,45,32,North,Mobile,1,115.04
2023-12-26,28,19,South,Desktop,0,76.67
2023-12-26,18,6,West,Desktop,0,91.59
2023-12-26,60,29,South,Mobile,1,122.28
2023-12-26,36,11,South,Tablet,1,102.63
2023-12-26,26,15,North,Mobile,1,60.89
2023-12-26,44,29,South,Desktop,1,124.54
2023-12-26,51,9,South,Desktop,1,114.03
2023-12-27,61,33,West,Tablet,1,127.74
2023-12-27,21,19,South,Mobile,0,88.16
2023-12-27,53,22,South,Desktop,1,129.91
2023-12-27,35,24,East,Mobile,0,89.59
2023-12-27,32,44,North,Mobile,0,101.9
2023-12-27,68,32,South,Desktop,1,139.57
2023-12-28,30,18,East,Mobile,0,77.36
2023-12-28,36,10,West,Desktop,1,78.85
2023-12-29,66,34,East,Mobile,1,113.07
2023-12-29,23,16,East,Mobile,0,59.68
2023-12-29,65,34,North,Desktop,0,109.61
2023-12-29,29,4,West,Mobile,1,78.54
2023-12-29,68,36,North,Mobile,1,93.07
2023-12-30,54,41,East,Tablet,1,99.79
2023-12-30,34,21,South,Mobile,1,95.87
2023-12-30,40,29,West,Desktop,1,119.76
2023-12-30,43,19,East,Mobile,0,94.2
2023-12-30,46,30,East,Mobile,1,110.56
2023-12-30,50,27,North,Mobile,1,94.42
2023-12-31,44,12,South,Mobile,0,57.1
2023-12-31,42,24,East,Mobile,0,81.12
2023-12-31,27,3,East,Mobile,0,68.76
2023-12-31,64,25,North,Mobile,1,115.77
2023-12-31,40,21,West,Mobile,0,88.16
2023-12-31,38,21,West,Mobile,0,80.9
2023-12-31,38,7,South,Mobile,1,111.45
2023-12-31,60,40,West,Mobile,1,105.34
2023-12-31,30,20,South,Tablet,1,65.15
2023-12-31,54,19,South,Desktop,1,102.8
