Date,Activity_Score,Region,Treatment_Group,Revenue
01-06-2023,15,East,0,109.24
01-06-2023,44,North,0,120.71
01-06-2023,81,West,1,184.52
01-06-2023,17,East,0,97.24
01-06-2023,62,West,1,172.23
01-06-2023,28,East,0,110.75
01-06-2023,58,East,1,180.57
01-06-2023,20,North,0,107.52
01-06-2023,27,West,0,115.27
01-06-2023,47,East,0,116.39
01-06-2023,36,West,0,119.81
01-06-2023,84,North,1,190.28
01-06-2023,74,South,0,135.98
01-06-2023,52,West,0,117.74
01-06-2023,17,West,0,112.88
01-06-2023,67,North,1,176.79
01-06-2023,13,North,0,106.04
01-06-2023,45,South,0,124.24
01-06-2023,82,North,1,188.34
02-06-2023,24,South,0,103.54
02-06-2023,45,West,0,121.46
02-06-2023,88,South,1,191.43
02-06-2023,66,South,1,176.76
02-06-2023,72,North,1,183.58
02-06-2023,49,South,0,114.8
02-06-2023,89,North,1,196.48
02-06-2023,10,North,0,96.79
02-06-2023,87,South,1,190.04
02-06-2023,61,East,0,123.68
02-06-2023,42,North,0,108.72
02-06-2023,42,North,0,108.0
03-06-2023,34,East,1,173.68
03-06-2023,60,South,1,170.09
03-06-2023,34,South,0,112.48
03-06-2023,82,East,1,195.24
03-06-2023,28,West,0,108.06
03-06-2023,29,West,0,111.34
03-06-2023,72,North,1,183.48
03-06-2023,75,East,1,181.07
03-06-2023,44,North,0,117.2
03-06-2023,30,North,1,156.29
03-06-2023,63,East,1,161.36
03-06-2023,85,East,1,182.47
04-06-2023,70,East,1,181.69
04-06-2023,53,North,0,113.26
04-06-2023,69,West,1,179.45
04-06-2023,89,West,1,183.74
04-06-2023,10,North,0,98.44
04-06-2023,66,East,1,184.1
04-06-2023,63,West,1,179.9
04-06-2023,22,East,0,111.54
04-06-2023,88,South,1,190.38
04-06-2023,76,East,1,183.91
04-06-2023,70,South,1,181.66
04-06-2023,27,South,0,107.07
04-06-2023,65,East,0,135.19
04-06-2023,32,North,0,110.26
04-06-2023,44,North,0,119.52
04-06-2023,77,West,1,183.68
04-06-2023,30,North,0,101.0
04-06-2023,49,West,1,170.29
04-06-2023,33,North,0,108.7
04-06-2023,56,East,0,132.83
04-06-2023,71,South,1,181.31
04-06-2023,85,West,1,183.88
04-06-2023,62,North,1,173.62
04-06-2023,39,South,0,119.62
04-06-2023,56,North,1,166.23
04-06-2023,66,North,1,175.78
04-06-2023,20,South,0,108.79
04-06-2023,57,East,1,169.28
05-06-2023,39,East,0,107.14
05-06-2023,26,West,0,106.07
05-06-2023,87,South,1,188.84
05-06-2023,75,West,1,194.55
05-06-2023,33,North,0,115.63
05-06-2023,52,East,0,119.71
05-06-2023,72,South,1,186.62
05-06-2023,64,West,1,173.73
05-06-2023,77,South,1,199.12
05-06-2023,12,West,0,100.92
05-06-2023,35,East,0,110.37
05-06-2023,15,South,0,105.5
05-06-2023,84,East,1,186.15
06-06-2023,28,North,1,160.38
06-06-2023,13,West,0,98.35
06-06-2023,54,East,1,179.52
06-06-2023,62,East,1,171.85
06-06-2023,76,East,1,186.67
06-06-2023,26,West,0,102.14
06-06-2023,28,South,0,112.4
06-06-2023,82,East,1,183.98
06-06-2023,73,West,1,178.3
06-06-2023,16,North,0,95.04
06-06-2023,80,East,1,180.12
06-06-2023,33,West,0,113.33
06-06-2023,35,East,0,110.04
06-06-2023,52,South,1,170.37
06-06-2023,89,East,1,188.03
06-06-2023,21,East,0,99.35
06-06-2023,65,North,1,184.67
06-06-2023,24,South,0,107.18
06-06-2023,53,North,0,121.63
06-06-2023,74,North,1,182.28
07-06-2023,40,North,0,108.88
07-06-2023,54,East,1,176.64
07-06-2023,11,West,0,106.93
07-06-2023,28,North,0,103.55
07-06-2023,87,East,1,188.0
07-06-2023,47,North,0,114.69
07-06-2023,86,East,1,192.27
07-06-2023,39,South,0,115.08
07-06-2023,72,South,0,131.34
07-06-2023,36,South,0,114.78
08-06-2023,84,East,1,175.06
08-06-2023,52,East,0,122.15
08-06-2023,15,East,0,102.37
08-06-2023,75,South,1,181.07
08-06-2023,14,West,0,100.71
08-06-2023,24,South,0,104.42
08-06-2023,32,North,0,110.32
08-06-2023,88,East,1,191.14
08-06-2023,26,East,0,104.69
08-06-2023,36,West,0,106.04
08-06-2023,32,North,0,111.57
08-06-2023,32,North,1,162.77
08-06-2023,48,East,1,168.81
08-06-2023,76,East,1,176.63
08-06-2023,28,West,0,110.3
08-06-2023,30,South,0,127.48
08-06-2023,25,West,0,102.2
08-06-2023,46,West,0,119.46
09-06-2023,25,East,0,104.61
09-06-2023,59,North,1,170.46
09-06-2023,79,West,1,179.34
09-06-2023,88,South,1,184.48
09-06-2023,24,West,0,111.38
09-06-2023,76,East,1,178.41
09-06-2023,52,East,0,121.58
09-06-2023,34,East,0,117.1
09-06-2023,44,South,1,169.03
09-06-2023,73,North,0,136.47
09-06-2023,41,West,0,109.83
09-06-2023,85,North,1,185.11
09-06-2023,56,North,1,168.74
09-06-2023,25,South,0,104.61
09-06-2023,16,South,0,100.06
09-06-2023,26,East,0,100.16
09-06-2023,73,North,1,172.11
09-06-2023,89,West,1,186.96
09-06-2023,23,West,0,104.17
09-06-2023,24,South,0,116.5
09-06-2023,27,East,0,103.75
09-06-2023,49,South,1,172.15
09-06-2023,79,West,1,185.57
10-06-2023,79,North,1,171.32
10-06-2023,33,South,1,152.71
10-06-2023,23,South,0,109.74
10-06-2023,12,East,0,102.9
10-06-2023,87,North,1,191.05
10-06-2023,45,West,1,183.1
10-06-2023,33,North,1,172.59
10-06-2023,20,West,0,108.88
10-06-2023,77,East,1,180.19
10-06-2023,44,West,0,109.53
10-06-2023,76,South,1,185.68
10-06-2023,67,North,1,174.04
10-06-2023,61,South,0,126.25
10-06-2023,10,South,0,102.02
10-06-2023,42,South,1,161.68
10-06-2023,45,West,1,165.55
10-06-2023,59,South,1,177.74
10-06-2023,50,West,0,124.31
10-06-2023,72,East,1,179.04
11-06-2023,20,North,0,105.88
11-06-2023,35,West,1,163.95
11-06-2023,23,North,1,159.82
11-06-2023,68,South,1,177.54
11-06-2023,62,North,1,174.02
11-06-2023,47,North,0,122.13
11-06-2023,48,East,1,169.81
11-06-2023,36,South,0,113.44
11-06-2023,86,West,1,179.79
11-06-2023,62,South,0,133.96
11-06-2023,24,South,0,94.32
11-06-2023,40,South,0,118.99
11-06-2023,33,South,0,109.66
11-06-2023,79,North,1,191.71
11-06-2023,89,East,1,185.91
11-06-2023,75,South,1,185.01
11-06-2023,49,North,0,121.9
11-06-2023,48,West,1,176.42
11-06-2023,26,South,0,109.63
12-06-2023,83,West,1,181.64
12-06-2023,10,West,0,92.42
12-06-2023,67,South,1,169.06
12-06-2023,74,North,1,180.42
12-06-2023,11,South,0,105.34
12-06-2023,34,West,0,105.53
12-06-2023,41,East,1,168.01
12-06-2023,51,West,0,118.94
12-06-2023,57,East,1,163.76
12-06-2023,69,South,1,178.25
12-06-2023,31,North,0,119.75
12-06-2023,54,South,1,172.21
12-06-2023,44,South,0,111.37
12-06-2023,53,West,1,169.85
12-06-2023,35,South,1,156.59
12-06-2023,49,West,0,123.78
12-06-2023,77,East,1,174.38
13-06-2023,84,North,1,182.47
13-06-2023,38,North,0,120.97
13-06-2023,54,West,0,123.27
13-06-2023,42,West,1,172.28
13-06-2023,79,West,0,138.16
13-06-2023,43,South,0,115.93
13-06-2023,31,South,0,108.81
13-06-2023,48,East,0,120.64
13-06-2023,14,North,0,106.59
13-06-2023,67,North,0,132.3
13-06-2023,86,North,1,187.7
13-06-2023,54,West,0,121.41
13-06-2023,81,North,1,185.22
13-06-2023,36,East,0,116.33
13-06-2023,62,East,1,178.36
13-06-2023,52,West,1,180.05
13-06-2023,29,East,0,111.73
13-06-2023,38,West,0,118.19
14-06-2023,67,West,1,175.17
14-06-2023,76,West,1,177.48
14-06-2023,82,West,1,179.17
14-06-2023,30,South,0,104.83
14-06-2023,46,West,1,166.86
14-06-2023,63,West,1,191.32
14-06-2023,64,East,1,170.83
14-06-2023,89,South,1,193.12
14-06-2023,89,South,1,184.92
14-06-2023,22,East,0,106.17
14-06-2023,28,West,0,113.04
14-06-2023,87,West,1,185.64
14-06-2023,65,North,1,175.49
14-06-2023,12,South,0,95.05
14-06-2023,83,South,1,188.71
14-06-2023,86,South,1,185.38
14-06-2023,36,West,0,114.11
15-06-2023,67,West,1,177.78
15-06-2023,12,South,0,107.83
15-06-2023,41,West,0,116.44
15-06-2023,30,West,0,116.48
15-06-2023,47,East,1,173.02
15-06-2023,74,North,1,183.19
15-06-2023,37,South,0,120.95
15-06-2023,76,North,1,186.7
15-06-2023,85,East,1,186.22
15-06-2023,83,North,1,189.78
15-06-2023,56,West,1,174.46
15-06-2023,14,East,0,112.61
15-06-2023,87,West,1,191.38
15-06-2023,82,West,1,188.25
16-06-2023,43,East,1,163.08
16-06-2023,82,East,1,181.89
16-06-2023,86,West,1,184.19
16-06-2023,14,South,0,91.42
16-06-2023,42,East,0,104.2
16-06-2023,88,East,1,182.41
16-06-2023,51,East,0,114.69
16-06-2023,73,East,1,181.95
16-06-2023,71,North,1,178.33
16-06-2023,47,West,1,173.48
16-06-2023,13,West,0,100.22
16-06-2023,25,East,0,100.75
16-06-2023,35,North,0,104.99
16-06-2023,18,North,0,108.9
16-06-2023,85,South,1,184.9
16-06-2023,22,East,0,118.3
16-06-2023,84,West,1,191.58
16-06-2023,76,South,1,177.35
16-06-2023,72,North,1,187.52
16-06-2023,84,South,1,193.09
16-06-2023,58,East,1,159.93
16-06-2023,31,West,0,114.32
17-06-2023,55,South,0,117.64
17-06-2023,55,East,1,174.65
17-06-2023,88,North,1,192.81
17-06-2023,22,West,0,108.31
17-06-2023,56,West,1,179.72
17-06-2023,87,South,1,192.23
17-06-2023,74,West,1,189.59
17-06-2023,65,North,1,167.73
17-06-2023,59,North,0,122.13
17-06-2023,89,South,1,189.3
17-06-2023,20,North,0,110.48
17-06-2023,53,East,1,163.17
17-06-2023,44,North,0,117.37
17-06-2023,52,North,1,170.07
17-06-2023,77,South,1,179.2
17-06-2023,52,West,1,171.34
17-06-2023,11,South,0,96.54
17-06-2023,31,North,1,155.48
17-06-2023,77,West,1,187.23
17-06-2023,60,South,1,171.76
17-06-2023,35,South,0,114.55
17-06-2023,67,South,1,180.81
18-06-2023,43,East,0,114.19
18-06-2023,20,West,0,105.63
18-06-2023,44,North,1,167.62
18-06-2023,83,West,1,185.72
18-06-2023,14,South,0,105.9
18-06-2023,84,East,1,191.31
18-06-2023,17,South,0,96.61
18-06-2023,32,West,1,160.54
18-06-2023,35,West,0,110.13
18-06-2023,22,South,0,102.68
18-06-2023,63,South,0,132.28
18-06-2023,83,East,1,187.08
18-06-2023,13,East,0,107.97
18-06-2023,42,South,0,120.53
18-06-2023,62,West,1,170.6
18-06-2023,20,North,0,103.63
18-06-2023,62,South,1,177.63
18-06-2023,37,East,0,122.5
19-06-2023,62,East,0,136.4
19-06-2023,25,West,0,113.19
19-06-2023,46,South,0,120.75
19-06-2023,64,East,1,182.09
19-06-2023,38,East,0,108.9
19-06-2023,56,East,1,175.41
19-06-2023,76,South,1,186.44
19-06-2023,52,South,1,171.75
19-06-2023,55,South,0,119.75
19-06-2023,78,South,1,183.75
19-06-2023,69,South,1,179.11
19-06-2023,16,South,0,109.47
19-06-2023,33,South,0,116.79
19-06-2023,30,North,0,112.45
19-06-2023,47,East,0,114.8
19-06-2023,75,East,1,178.23
19-06-2023,22,West,0,110.37
19-06-2023,79,South,1,189.4
20-06-2023,85,East,0,131.55
20-06-2023,59,North,0,122.18
20-06-2023,80,South,1,179.84
20-06-2023,34,South,0,111.49
20-06-2023,24,East,0,116.79
20-06-2023,55,West,0,120.94
20-06-2023,20,East,0,108.35
20-06-2023,34,North,0,111.08
20-06-2023,38,West,0,111.23
21-06-2023,51,North,0,116.8
21-06-2023,29,West,0,121.06
21-06-2023,63,West,1,168.78
21-06-2023,80,South,1,180.76
21-06-2023,78,West,1,174.4
21-06-2023,42,South,0,124.53
21-06-2023,34,East,0,112.67
21-06-2023,47,South,0,116.82
21-06-2023,42,West,0,116.82
21-06-2023,83,West,1,189.63
21-06-2023,10,West,0,103.49
21-06-2023,27,East,0,102.46
21-06-2023,69,East,1,167.84
21-06-2023,11,West,0,96.86
21-06-2023,48,North,0,118.3
21-06-2023,41,North,1,163.29
21-06-2023,88,West,1,184.56
21-06-2023,73,East,1,193.11
22-06-2023,34,West,0,115.66
22-06-2023,29,East,0,108.06
22-06-2023,78,North,1,183.34
22-06-2023,57,West,1,171.79
22-06-2023,77,South,1,182.95
22-06-2023,18,North,0,105.77
22-06-2023,64,South,1,169.31
22-06-2023,41,West,0,121.33
22-06-2023,51,South,1,170.18
22-06-2023,11,East,0,96.74
22-06-2023,18,North,0,101.46
22-06-2023,66,North,1,177.16
22-06-2023,41,West,0,114.21
22-06-2023,32,West,0,110.56
22-06-2023,72,West,1,181.97
22-06-2023,43,North,0,115.78
22-06-2023,64,North,0,128.37
22-06-2023,36,North,0,115.85
22-06-2023,47,East,0,122.31
22-06-2023,67,East,1,187.33
22-06-2023,14,West,0,101.01
22-06-2023,87,North,1,188.84
23-06-2023,85,West,1,191.91
23-06-2023,13,South,0,105.48
23-06-2023,74,East,1,189.62
23-06-2023,38,West,1,161.49
23-06-2023,10,West,0,100.94
23-06-2023,24,South,0,100.11
23-06-2023,50,South,1,176.22
23-06-2023,50,North,0,110.46
23-06-2023,47,South,0,109.6
23-06-2023,76,North,1,182.87
23-06-2023,88,East,1,189.32
23-06-2023,11,North,0,98.17
23-06-2023,34,East,0,107.87
24-06-2023,61,West,1,170.47
24-06-2023,38,West,1,162.25
24-06-2023,61,East,0,133.53
24-06-2023,53,South,1,168.55
24-06-2023,41,West,1,161.32
24-06-2023,55,North,1,168.05
24-06-2023,78,South,1,184.12
24-06-2023,56,North,1,175.83
24-06-2023,25,East,0,111.95
24-06-2023,65,East,1,186.17
24-06-2023,78,North,1,183.04
24-06-2023,33,South,0,110.83
24-06-2023,64,North,1,181.22
24-06-2023,73,North,0,135.6
25-06-2023,10,West,0,108.7
25-06-2023,85,South,1,182.46
25-06-2023,13,North,0,99.83
25-06-2023,35,West,1,154.31
25-06-2023,83,South,1,189.59
25-06-2023,48,South,0,129.42
25-06-2023,76,East,1,174.7
25-06-2023,60,North,1,171.52
25-06-2023,63,North,1,180.07
25-06-2023,43,South,1,158.03
25-06-2023,54,East,0,116.23
25-06-2023,58,North,1,166.59
26-06-2023,62,East,1,188.52
26-06-2023,39,South,1,166.4
26-06-2023,55,North,1,172.96
26-06-2023,87,South,1,185.21
26-06-2023,26,South,0,99.81
26-06-2023,26,East,0,110.47
26-06-2023,30,West,0,116.37
26-06-2023,20,North,0,108.53
26-06-2023,60,North,1,181.87
26-06-2023,65,West,0,129.68
27-06-2023,67,West,1,173.59
27-06-2023,45,West,0,117.12
27-06-2023,58,East,1,177.88
27-06-2023,32,South,1,159.19
27-06-2023,64,North,1,166.84
27-06-2023,57,South,0,117.21
27-06-2023,11,North,0,105.93
27-06-2023,33,North,0,111.6
27-06-2023,49,East,1,176.67
27-06-2023,22,North,0,106.75
27-06-2023,73,East,1,184.36
27-06-2023,41,West,0,117.66
28-06-2023,22,West,0,111.03
28-06-2023,79,East,1,185.98
28-06-2023,41,East,0,127.1
28-06-2023,40,South,0,113.81
28-06-2023,68,East,1,181.43
28-06-2023,73,South,1,189.69
28-06-2023,55,East,1,171.21
28-06-2023,25,South,0,109.44
28-06-2023,87,East,1,186.77
28-06-2023,12,North,0,104.0
28-06-2023,15,East,0,106.54
28-06-2023,56,East,1,170.34
28-06-2023,39,North,0,132.46
28-06-2023,87,North,1,180.5
28-06-2023,17,North,1,151.21
28-06-2023,70,East,1,169.33
28-06-2023,10,North,0,100.85
28-06-2023,65,South,1,180.99
28-06-2023,58,South,0,122.62
28-06-2023,11,South,0,104.48
28-06-2023,77,West,1,192.16
28-06-2023,27,West,0,105.48
28-06-2023,22,North,0,111.09
29-06-2023,34,South,0,110.86
29-06-2023,29,South,1,153.36
29-06-2023,23,East,0,108.32
29-06-2023,28,South,0,106.81
29-06-2023,77,South,1,185.88
29-06-2023,34,West,0,103.07
29-06-2023,60,West,1,168.69
29-06-2023,19,East,0,102.29
29-06-2023,30,South,0,95.98
29-06-2023,57,West,1,179.98
29-06-2023,59,West,1,174.25
29-06-2023,42,South,1,156.43
30-06-2023,81,West,1,175.51
30-06-2023,32,West,0,107.15
30-06-2023,12,West,0,99.89
30-06-2023,58,West,1,176.55
30-06-2023,58,North,1,170.96
30-06-2023,69,South,1,178.37
30-06-2023,28,South,0,102.08
30-06-2023,15,South,0,108.82
30-06-2023,36,North,0,119.7
01-07-2023,47,North,1,174.9
01-07-2023,16,North,0,102.6
01-07-2023,59,West,1,170.66
01-07-2023,48,West,1,168.11
01-07-2023,12,East,0,104.85
01-07-2023,14,East,0,96.75
01-07-2023,48,East,0,124.47
01-07-2023,40,North,0,118.12
01-07-2023,14,South,0,98.47
01-07-2023,14,South,0,102.01
01-07-2023,12,South,0,98.25
01-07-2023,10,North,0,101.37
01-07-2023,16,North,0,106.17
02-07-2023,49,South,1,171.56
02-07-2023,81,South,1,190.04
02-07-2023,67,East,1,174.13
02-07-2023,81,East,1,187.5
02-07-2023,42,East,0,117.1
02-07-2023,59,West,1,176.3
02-07-2023,51,West,0,120.0
02-07-2023,24,North,0,105.29
02-07-2023,19,South,0,104.62
02-07-2023,60,East,1,173.09
02-07-2023,56,North,0,129.46
02-07-2023,30,West,0,114.63
02-07-2023,54,South,0,117.45
02-07-2023,68,South,1,182.94
02-07-2023,45,East,1,157.74
02-07-2023,78,North,1,177.68
02-07-2023,58,South,0,128.44
02-07-2023,24,North,0,114.04
03-07-2023,84,South,1,187.29
03-07-2023,33,South,1,155.77
03-07-2023,58,West,1,161.39
03-07-2023,44,East,1,173.94
03-07-2023,49,West,0,110.55
03-07-2023,80,East,1,181.81
03-07-2023,83,West,1,181.17
03-07-2023,18,West,0,92.73
03-07-2023,86,East,1,182.22
03-07-2023,33,West,0,114.39
03-07-2023,80,North,1,189.0
03-07-2023,86,West,1,190.08
03-07-2023,80,North,1,188.33
03-07-2023,77,East,1,186.43
04-07-2023,82,West,1,184.38
04-07-2023,88,South,1,188.22
04-07-2023,74,North,1,175.54
04-07-2023,64,South,1,168.76
04-07-2023,53,East,0,127.48
04-07-2023,88,West,1,191.29
04-07-2023,24,East,0,112.85
04-07-2023,77,East,1,187.71
04-07-2023,10,South,0,90.56
04-07-2023,22,East,0,105.73
05-07-2023,34,North,0,115.15
05-07-2023,19,East,0,108.35
05-07-2023,16,North,0,97.91
05-07-2023,21,West,0,103.89
05-07-2023,13,West,0,92.75
05-07-2023,64,South,1,172.67
05-07-2023,87,East,1,197.37
05-07-2023,48,West,0,122.45
05-07-2023,31,East,0,121.1
05-07-2023,18,North,0,93.15
05-07-2023,41,North,0,111.74
05-07-2023,33,West,0,102.72
05-07-2023,23,West,0,116.69
06-07-2023,73,West,1,180.68
06-07-2023,36,West,0,113.78
06-07-2023,25,East,0,109.75
06-07-2023,61,North,1,176.87
06-07-2023,18,West,0,97.02
06-07-2023,52,North,0,117.03
06-07-2023,45,North,1,170.52
06-07-2023,85,South,1,183.8
06-07-2023,18,North,0,106.1
06-07-2023,59,East,1,184.14
06-07-2023,37,North,0,117.13
06-07-2023,21,East,0,95.45
06-07-2023,58,North,0,113.28
06-07-2023,34,West,0,116.85
06-07-2023,72,North,1,181.14
06-07-2023,13,South,0,99.5
06-07-2023,69,West,1,186.63
06-07-2023,10,South,0,98.21
06-07-2023,16,East,0,109.75
07-07-2023,87,North,1,197.51
07-07-2023,80,South,1,183.03
07-07-2023,76,South,1,181.08
07-07-2023,84,North,1,186.28
07-07-2023,14,East,0,109.37
07-07-2023,17,South,0,104.79
07-07-2023,19,North,0,107.18
07-07-2023,35,North,0,119.09
07-07-2023,87,South,0,140.79
07-07-2023,23,West,0,103.8
07-07-2023,70,North,1,181.91
07-07-2023,32,South,0,106.52
08-07-2023,76,North,1,186.04
08-07-2023,45,West,0,117.44
08-07-2023,35,West,0,115.67
08-07-2023,44,West,0,117.03
08-07-2023,81,West,1,186.37
08-07-2023,28,East,0,107.77
08-07-2023,27,West,0,102.14
08-07-2023,44,West,1,167.37
08-07-2023,89,South,1,191.1
08-07-2023,45,East,0,121.46
08-07-2023,23,North,0,101.22
08-07-2023,48,East,0,121.89
08-07-2023,80,East,1,187.32
08-07-2023,79,West,1,180.63
08-07-2023,72,East,1,185.56
08-07-2023,77,East,1,188.23
08-07-2023,56,North,0,121.39
09-07-2023,28,North,0,112.82
09-07-2023,39,East,0,103.04
09-07-2023,56,West,1,175.1
09-07-2023,48,North,0,119.33
09-07-2023,80,North,1,181.51
09-07-2023,64,North,1,176.88
09-07-2023,57,West,0,124.61
09-07-2023,82,East,1,186.93
10-07-2023,81,North,1,190.61
10-07-2023,79,North,1,184.76
10-07-2023,10,North,0,99.19
10-07-2023,76,North,1,185.08
10-07-2023,55,South,1,181.89
10-07-2023,21,South,0,110.07
10-07-2023,22,East,0,110.07
10-07-2023,18,South,0,102.27
10-07-2023,46,East,0,117.54
10-07-2023,14,North,0,104.94
10-07-2023,31,South,0,117.62
10-07-2023,68,South,1,173.18
10-07-2023,72,North,1,177.76
10-07-2023,24,South,0,111.57
10-07-2023,23,West,0,108.37
10-07-2023,72,South,1,177.72
10-07-2023,61,South,1,170.49
10-07-2023,19,West,0,101.08
11-07-2023,51,South,1,168.14
11-07-2023,46,West,0,110.92
11-07-2023,45,East,0,119.19
11-07-2023,78,West,1,184.16
11-07-2023,17,South,0,102.39
11-07-2023,85,South,1,184.14
11-07-2023,38,South,0,111.39
11-07-2023,50,North,0,116.01
11-07-2023,75,South,1,183.83
11-07-2023,68,West,1,183.33
11-07-2023,20,West,0,107.55
11-07-2023,20,North,0,111.48
11-07-2023,71,North,1,176.61
11-07-2023,17,North,0,107.86
11-07-2023,78,North,0,129.43
11-07-2023,43,East,0,118.65
11-07-2023,47,East,0,125.1
11-07-2023,22,North,1,152.66
11-07-2023,27,South,0,114.89
12-07-2023,41,West,0,110.55
12-07-2023,67,East,1,186.13
12-07-2023,52,South,0,123.69
12-07-2023,61,North,1,177.73
12-07-2023,60,South,1,183.86
12-07-2023,41,East,0,118.71
12-07-2023,54,East,0,122.26
12-07-2023,67,East,1,169.31
12-07-2023,62,East,1,177.71
12-07-2023,28,North,0,105.9
12-07-2023,22,East,0,106.35
12-07-2023,36,East,0,109.25
12-07-2023,15,West,0,100.99
12-07-2023,71,North,1,181.33
12-07-2023,73,South,1,188.44
12-07-2023,60,South,0,118.02
12-07-2023,65,North,1,170.93
13-07-2023,76,East,1,185.93
13-07-2023,64,South,1,176.68
13-07-2023,40,West,0,113.12
13-07-2023,69,South,0,137.03
13-07-2023,16,South,0,99.12
13-07-2023,29,North,0,112.51
13-07-2023,52,North,0,127.62
13-07-2023,84,West,1,185.22
13-07-2023,67,South,1,180.43
13-07-2023,60,East,1,172.76
13-07-2023,12,South,0,103.37
13-07-2023,36,South,0,118.72
13-07-2023,43,North,1,172.36
13-07-2023,57,South,0,124.45
14-07-2023,38,South,1,157.93
14-07-2023,11,South,0,99.36
14-07-2023,89,East,1,199.18
14-07-2023,11,North,0,102.06
14-07-2023,54,East,0,121.44
14-07-2023,66,North,1,181.01
14-07-2023,67,North,1,175.9
14-07-2023,76,South,1,179.43
14-07-2023,31,West,0,109.39
14-07-2023,17,West,0,97.95
14-07-2023,51,South,0,123.33
14-07-2023,74,South,1,185.38
14-07-2023,88,East,1,188.66
14-07-2023,88,North,1,179.87
14-07-2023,37,South,0,102.11
14-07-2023,14,North,0,106.87
14-07-2023,66,South,1,179.27
14-07-2023,47,West,1,173.42
14-07-2023,39,West,0,120.95
14-07-2023,45,North,0,122.41
14-07-2023,67,North,1,179.62
15-07-2023,62,South,0,127.71
15-07-2023,12,North,0,102.55
15-07-2023,55,East,1,178.42
15-07-2023,61,West,0,127.73
15-07-2023,53,North,0,119.02
15-07-2023,53,East,1,172.64
15-07-2023,85,East,1,184.82
15-07-2023,38,North,0,114.37
15-07-2023,76,South,1,174.24
15-07-2023,89,East,1,181.76
15-07-2023,24,West,0,102.5
15-07-2023,23,South,0,115.59
15-07-2023,66,North,1,173.54
15-07-2023,30,North,1,157.82
15-07-2023,66,West,1,170.67
15-07-2023,64,West,1,168.82
15-07-2023,61,East,1,174.6
16-07-2023,83,East,1,186.11
16-07-2023,45,South,0,128.53
16-07-2023,85,North,1,193.42
16-07-2023,83,East,1,180.88
16-07-2023,37,South,1,154.7
16-07-2023,10,West,0,101.6
16-07-2023,62,North,1,182.09
16-07-2023,69,South,1,179.62
16-07-2023,82,East,1,191.22
16-07-2023,37,East,0,105.94
16-07-2023,66,West,1,177.84
16-07-2023,18,West,0,112.2
16-07-2023,81,East,1,184.28
17-07-2023,48,North,1,163.59
17-07-2023,56,North,1,168.5
17-07-2023,29,West,0,112.03
17-07-2023,79,East,1,185.01
17-07-2023,61,West,1,172.11
17-07-2023,12,West,0,107.13
17-07-2023,75,North,1,182.26
17-07-2023,77,West,1,187.4
17-07-2023,43,North,0,115.09
17-07-2023,48,West,0,121.82
17-07-2023,35,East,1,159.61
17-07-2023,55,North,0,125.05
17-07-2023,13,North,0,105.93
17-07-2023,37,South,1,159.81
17-07-2023,54,West,1,163.07
17-07-2023,22,North,0,98.57
17-07-2023,80,North,1,187.2
17-07-2023,26,North,0,114.53
17-07-2023,17,East,1,146.75
17-07-2023,12,North,0,94.79
17-07-2023,49,South,1,168.1
17-07-2023,55,North,1,171.2
18-07-2023,47,North,0,115.66
18-07-2023,51,North,0,120.37
18-07-2023,10,North,0,95.99
18-07-2023,10,South,0,101.93
18-07-2023,24,West,0,102.81
18-07-2023,19,West,0,102.73
18-07-2023,54,North,0,118.26
18-07-2023,74,South,1,186.75
18-07-2023,37,East,0,105.93
18-07-2023,79,South,1,182.43
18-07-2023,43,South,0,108.91
18-07-2023,58,North,1,178.67
18-07-2023,15,South,0,97.36
18-07-2023,83,South,1,198.05
18-07-2023,72,North,1,178.48
18-07-2023,89,North,1,200.68
18-07-2023,24,North,0,98.53
19-07-2023,84,West,1,192.14
19-07-2023,19,East,1,150.71
19-07-2023,44,East,0,112.75
19-07-2023,19,South,1,160.59
19-07-2023,69,South,1,186.38
19-07-2023,68,West,1,179.3
19-07-2023,15,East,0,98.17
19-07-2023,31,North,0,110.78
19-07-2023,63,South,0,127.16
19-07-2023,71,South,1,185.42
19-07-2023,21,East,0,105.19
19-07-2023,86,North,1,184.5
19-07-2023,88,East,1,181.48
19-07-2023,87,East,1,179.84
19-07-2023,16,East,0,107.63
19-07-2023,80,East,1,182.87
19-07-2023,59,East,1,170.99
20-07-2023,57,East,0,125.47
20-07-2023,86,West,1,184.47
20-07-2023,22,North,0,99.84
20-07-2023,50,East,1,179.0
20-07-2023,63,North,1,182.28
20-07-2023,13,South,0,102.76
20-07-2023,43,East,0,117.73
20-07-2023,55,West,0,115.61
20-07-2023,38,West,0,123.27
20-07-2023,25,North,0,117.04
20-07-2023,83,South,0,132.62
20-07-2023,75,South,1,193.01
20-07-2023,33,West,1,165.84
20-07-2023,83,North,1,177.12
20-07-2023,77,West,1,190.71
20-07-2023,81,West,1,180.89
20-07-2023,10,East,0,100.04
20-07-2023,44,North,0,110.45
20-07-2023,80,West,1,191.58
20-07-2023,30,East,0,118.18
21-07-2023,38,South,0,111.97
21-07-2023,68,North,1,177.6
21-07-2023,23,South,0,118.5
21-07-2023,18,South,0,114.56
21-07-2023,10,North,0,95.87
21-07-2023,65,East,1,183.13
21-07-2023,20,East,0,104.19
21-07-2023,64,North,0,118.6
21-07-2023,35,East,1,152.92
21-07-2023,85,South,1,186.16
